portal_name,date,tags,link,header,article
ohtuleht,  20. mai 2021 09:09,Krimi,https://www.ohtuleht.ee/1034403/video-kohus-moistis-lihula-tulistajale-mikk-tarrastele-pika-vanglakaristuse,VIDEO  | Kohus mõistis Lihula tulistajale Mikk Tarrastele pika vanglakaristuse (58),"Pärnu maakohus langetas neljapäeva hommikul kell 10 otsuse läinud suvel Lihulas kaks inimest surnuks tulistanud Mikk Tarraste kohta. Aprillis toimunud istungil küsis prokurör Tarrastele eluaegset vanglakaristust, kuid seda siiski ei määratud.Kohus mõistis Tarrastele 20 aastat vangistust. Lisakaristusena võeti Tarrastelt ära relvakandmise ja laskemoona omamise õigus viieks aastaks. Samuti tuleb tal tasuda kõik tsiviilhagid, kogusummas üle 344 000 euro. Prokurör Gardi Anderson kavatseb otsuse edasi kaevata, et nõuda Tarrastele eluaegset vangistust."
ohtuleht,  20. mai 2021 06:45,Krimi,https://www.ohtuleht.ee/1034402/kohus-langetab-vagivallas-suudistatava-marti-kuusiku-asjas-otsuse,Kohus langetab vägivallas süüdistatava Marti Kuusiku asjas otsuse (52),"Läinud aastal kirjutas Virumaa Teataja, et Marti Kuusiku kohtuprotsessis on koos eelistungiga peetud kümme istungit. Viru maakohtu pressiesindaja sõnul on uuritud kõiki isikulisi tõendeid, üle on kuulatud kannatanu, Marti Kuusik, prokuröri tunnistajad ja kaitsja tunnistajad. Viru ringkonnaprokuratuur süüdistab Kuusikut perevägivallas, täpsemalt öeldes kehalise väärkohtlemise paragrahvi alusel. Kuusik end kohtus süüdi ei tunnistanud. Samuti on vägivalda eitanud protsessis kannatanuks tunnistatud Kuusiku endine elukaaslane Karin Kuusik."
ohtuleht,  20. mai 2021 06:44,Eesti uudised,https://www.ohtuleht.ee/1034401/relvad-tiiki-kriminaalkorras-karistada-saanud-vallavolinik-sai-kohalt-lahti,Relvad tiiki: kriminaalkorras karistada saanud vallavolinik sai kohalt lahti ,"Ene Kiirkivi süüdistatakse selles, et omamata relvaluba, hoidis ta eeluurimise käigus tuvastamata ajast oma elukohas ebaseaduslikult vintpüssist Mosin käsitöönduslikult valmistatud laskekõlblikku kärbikut ja laskekõlblikku 16-kaliibrilist üheraudset sileraudset lahtimurtavat püssi IŽ-K. Naine hoidis neid relvi oma elukohas kuni mullu 23. märtsini, kui relvad ühel kinnistul asuvasse tiiki visati. Viru maakohtu otsusega mõisteti Kiirkivile kuuekuuline vangistus tingimisi. Kohtuotsus tehti aasta alguses ja see on jõustunud.  Kadrina vallavolikogu liikme Ene Kiirkivi volitused lõpetati enne tähtaega, kuna ilmnes, et ta oli saanud tänavu jaanuaris kriminaalkorras karistada. Vallasekretäri ja valimiskomisjoni esimeheni ei jõudnud teave mitte ametlikest allikatest, vaid hoopis külajuttude ja televisiooni krimikroonika kaudu – kusjuures selgus, et ametlik regulatsioon sellise info liigutamiseks puudub, on kirjutanud Virumaa Teataja."
ohtuleht,  20. mai 2021 06:40,Eesti uudised,https://www.ohtuleht.ee/1034400/ei-saanud-tartu-vanglast-vabadusse-ringkonnakohus-jattis-sojakurjategija-karistust-kandma,Ei saanud Tartu vanglast vabadusse: ringkonnakohus jättis sõjakurjategija karistust kandma (2),"Milan Martić toodi Eestisse karistust kandma aastal 2009, kaks aastat hiljem toodi siia Dragomir Milošević. Endise Jugoslaavia rahvusvahelise kriminaaltribunali otsusega süüdimõistetud Martić oli tunnustamata Serbia Krajina vabariigi viimane president.Kriminaaltribunal mõistis Martići süüdi ja 35 aastaks vangi rahvusvahelise sõjaõiguse normide ja tavade rikkumises ning inimsusevastastes kuritegudes, sealhulgas rünnakutes tsiviilisikute vastu, inimeste julmas ja ebainimlikus kohtlemises, mõrvades, asulate, religiooni- ja haridusasutuste hävitamises, riigivara ja eraomandi rikkumises, tagakiusamises poliitilistel, rassilistel ja usulistel põhjustel ning küüditamises. Tartu maakohus arutas Martići ennetähtaegset vabastamist tänavu veebruaris ja jättis taotluse rahuldamata. Martiči kaitsja esitas maakohtu otsusele määruskaebuse. Aprilli lõpus jättis Tartu ringkonnakohus selle rahuldamata."
ohtuleht,  19. mai 2021 22:51,Eesti uudised,https://www.ohtuleht.ee/1034398/punaarmee-vabastas-eesti-martin-helme-narva-kurioosumist-mul-ei-ole-probleemi-valijatele-vorus-voi-kuressaares-ara-seletada-mis-meil-seal-toimub,"PUNAARMEE VABASTAS EESTI?! Martin Helme Narva kurioosumist: mul ei ole probleemi valijatele Võrus või Kuressaares ära seletada, mis meil seal toimub (97)","Martin HelmeNarva linnavolikogu EKRE fraktsiooniga liitus aprilli lõpul endine keskerakondlane Larissa Olenina, kes korraldab piirilinnas nõukogude võidupüha üritusi ja õpetab noortele „tegelikku ajalugu“, sealhulgas seda, et Punaarmee vabastas 1944. aastal Eesti. Martin Helme ütles kolmapäeval „Esimeses stuudios“ saatejuht Andres Kuusele, et Oleninat erakonda võtta ei plaanita, ehkki naine jagab EKREga mitmeid ühiseid väärtusi.Kuidas te oma konservatiivsele tuumvalijale selgitate Larissa Olenina liitumist fraktsiooniga? Kes ei tea, tegemist on inimesega, kes räägib, kuidas Punaarmee vabastas Eesti ja korraldab 9. mai meeleavaldusi. Kas konservatiivne valija peaks olema mures, et mingisugune nihe on toimunud?Ei pea olema mures. Olenina liitumine meie fraktsiooniga... Meie fraktsioon Narvas on ju kurioosum. Meie eelmistel valimistel Narvas ei osalenud ja Narvas on erinevad valimisliidud olnud ja Keskerakonna erinevad liikmed on laiali jooksnud. Narva volikogus on üks meie liige, kes siis tekitas meienimelise fraktsiooni ja sinna on liitunud ka mõned teised inimesed...See on erakordselt nauditav selgitus. Aga kuidas on lood väärtustega?Väärtustega on niimoodi lood, et Olenina ütleb, et temale meeldib konservatiivne perepoliitika, temale meeldib konservatiivne immigratsioonipoliitika ja temale meeldib meie seisukoht energiatööstuse osas.Keelt ei räägi ja Punaarmee vabastas Eesti?Aga meie teda erakonda ei plaani võtta ja meie nimekirjas ta järgmisetel valimistel ei plaani kandideerida. Meie plaan Narvas on täiesti lihtne – noored, eestimeelsed inimesed, kes räägivad muide eesti keelt. Ja tulevad puhtalt lehelt, mitte ei võta kaasa mingisugust aastakümnete pikkust taaka, ülejooksmisi, reetmisi, varastamisi, mitte midagi sellist. See on meie plaan igal pool Eestis. Need virvarrid, mis meil käivad viis kuud enne valimisi... Mul ei ole probleemi meie liikmetele või meie valijatele ära seletamisega Võrus või Kuressaares, et mis meil toimub seal."
ohtuleht,  19. mai 2021 21:59,Maailm,https://www.ohtuleht.ee/1034392/rahva-meelitamiseks-malawi-poletas-tuhanded-aegunud-vaktsiinidoosid,RAHVA MEELITAMISEKS: Malawi põletas tuhanded aegunud vaktsiinidoosid  (1),"Malawi terviseminister Khumbize Chiponda (pildil) ja teised riigi meditsiiniametnikud hävitasid kaamerate ees enam kui 19 000 aegunud AstraZeneca vaktsiinidoosi, lootuses, et see vaatepilt julgustab rahvast end agaramalt vaktsineerima.Malawi sai 102 000 AstraZeneca doosi Aafrika Liidult ning tõele au andes kasutas enamiku neist ka õigel ajal ära. Ent paraku kulges kaitsepookimine rahva umbusu tõttu vaevaliselt ning nii jäidki tuhanded doosid üle. Kui aga levima hakkasid hirmujutud, et nende peal kasutatakse aegunud vaktsiini, ei julgenud paljud soovijadki enam kliinikutesse kaitsesüsti saama minna.Kuigi tervishoiuekspertidel oli kahju, et nii läks, kommenteerisid nad BBC-le, et kui vanade vaktsiinide avalik hävitamine aitab leevendada elanike hirmu, peletada kuulujutte, tuua rohkem inimesi vaktsineerima ning rahustada, et kasutusel on ikka ainult nõuetekohased vaktsiinid, oli see seda väärt."
ohtuleht,  19. mai 2021 21:40,Eesti uudised,https://www.ohtuleht.ee/1034394/esimestel-pensioniikka-joudnutel-on-teise-samba-raha-kaes,Esimestel pensioniikka jõudnutel on teise samba raha käes (17),"Jaanuarist alates on esitanud ühekordse väljamakse avalduse hetkeseisuga kokku 26 041 inimest, kelle keskmine vanus on 63 eluaastat. Valdav enamik avalduse esitanutest on naised (16 559). Rahandusministeeriumi selgitusest nähtub, et enesele ootamatult kande saanud lehelugeja on tõesti asjast ise pisut ekslikult aru saanud, sest neile, kes avalduse esitamise ajal olid juba teise samba pensionieas (riiklik pensioniiga miinus viis aastat) ehk 60aastased ja valisid ühekordse väljamakse ega võtnud avaldust selle esitamise kuu viimaseks kuupäevaks tagasi, makstaksegi kogu raha juba järgmisel kuul välja. Summalt läheb maha 10% tulumaksu. Iga aasta jaanuaris, mais või septembris makstakse raha välja neile, kes teisest sambast lahkuvad. Nemad peavad kogunenud summalt maksma riigile 20% tulumaksu. „Avalduse esitamisel on oluliseks teguriks inimese vanus. Teise samba pensioniikka jõudnud inimesed saavad esitada üht tüüpi avalduse, näiteks ühekordse väljamakse või fondipensioni avalduse ja need, kes on nooremad, kuid soovivad sambast lahkuda, esitavad teist tüüpi avalduse ehk raha väljavõtmise avalduse,“ selgitab rahandusministeeriumi kommunikatsiooniosakonna spetsialist Siiri Suutre. Teisest sambast lahkujatele kehtivad avalduse tühistamisel teised tähtajad kui pensioniealistele. Näiteks: need, kes saaksid raha kätte septembris, saavad tühistamisavalduse esitada hiljemalt juuli lõpus; kes jaanuaris, saavad avalduse tühistada hiljemalt novembri lõpuni.  Hetkeseisuga on teisest sambast lahkumise avalduse esitanud kokku 156 188 inimest. Lahkuda otsustanud inimestel on kogutud keskmiselt 8468 eurot. Kui kogutud summa jääb alla 2000 euro, siis seda pigem välja ei võeta. "
ohtuleht,  19. mai 2021 21:20,Eesti uudised,https://www.ohtuleht.ee/1034395/surm-vanglamuuride-taga-ligi-viiendik-vangidest-on-moelnud-enesetapule,"
SURM VANGLAMÜÜRIDE TAGA: ligi viiendik vangidest on mõelnud enesetapule  ","„Kella kümne paiku õhtul otsustasin oma jalal veeni läbi lõigata. Kui ametnikud kell 1.12 kambrisse sisenesid, oli jalalaba juba üleni kausis veres. Verd oli nii 2,5 liitrit. Olin mitmel korral teadvuse kaotanud, kukkunud ja virgunud,” rääkis Õhtulehele Tartu vanglas eluaegset vangistust kandev kolme inimese tapja Margus Luuk, kes üritas mullu juulis endalt seal elu võtta.Vangla kvalifitseeris Luugi teo tähelepanu otsimiseks, leides, et ta on valmis oma tahtmise saamiseks kõike tegema, sealhulgas enda elu ohtu seadma."
ohtuleht,  19. mai 2021 21:00,Eesti uudised,https://www.ohtuleht.ee/1034390/tanavused-lopuaktused-peetakse-suuresti-vabas-ohus,Tänavused lõpuaktused peetakse suuresti vabas õhus (1),"Haridusministeerium ei ole lõpuaktuste korraldamiseks mingeid käsulaudu välja andnud. Selle kommunikatsiooniosakonna juhataja Tarmu Kurm tsiteerib juba mõnda aega koolidele jagatud juhiseid: „Üritused tuleb korraldada piiratud osalejate arvuga, selliselt, et erinevad klassid või grupid ei puutuks omavahel kokku ning võimalusel välitingimustes. Samadest põhimõtetest tuleb lähtuda ka lõpuaktusi korraldades.“"
ohtuleht,  19. mai 2021 20:56,Maailm,https://www.ohtuleht.ee/1034386/apple-andis-hiinale-jarele,Apple andis Hiinale järele ,"Apple andis Pekingile kontrolli Hiina kasutajate isikuandmete üle. The New York Timesi andmeil nõustus ettevõte säilitama kasutajate andmed serverites, mida haldab aga omakorda Hiina riigifirma, ning loobus krüptimistehnoloogiast, sest hiinlased polnud sellega nõus.Samuti kadusid Apple'i Hiina veebipoest mitmed rakendused, sealhulgas paljud välismaised meediaväljaanded.Pea kõik Apple'i tooted on valmistatud Hiinas. Sealt tuleb ka umbes viiendik megakorporatsiooni tulust. Timesi ajakirjanikud nendivad, et täpselt nii, nagu firmajuht Tim Cook oskas kunagi Hiina Apple'i kasuks tööle panna, teeb hiinlaste valitsus nüüd temaga sama."
ohtuleht,  19. mai 2021 20:40,Eesti uudised,https://www.ohtuleht.ee/1034387/raierahu-ei-kehti-metsloomauhing-kogub-oovastavaid-jaadvustusi,"
Raierahu ei kehti: metsloomaühing kogub õõvastavaid jäädvustusi (10)","Teateid kevadise raierahu rikkumisest tuleb ühingule ridamisi„Pesitsusrahu ei ole vist mitte kellegi jaoks, see on lihtsalt sõnakõlks, seda päriselt ei eksisteeri. Meile tuleb palju pilte ja teateid tuleb ka palju, ikka lähevad masinad peale, ikka keegi toimetab, linnud-loomad karjuvad ümberringi,“ ütleb Eesti metsloomaühingu juhatuse liige Virge Võsujalg.Eesti metsloomaühing alustas raierahu rikkumise jäädvustuste kogumist ehk oodatud on pildid, kus on näha metsaraie pärast kannatada saanud loomad ja linnud. Võsujalg ütleb, et kogu aktsioon on mõeldud surveavaldusena otsustajatele ja avalikkusele."
ohtuleht,  19. mai 2021 20:34,Maailm,https://www.ohtuleht.ee/1034385/teeparandajad-avastasid-pangaroovlite-tunneli,Teeparandajad avastasid pangaröövlite tunneli ,"Saksa väikelinnas Spenges õnnestus teeparandajatel peatada plaanitud pangarööv. Politsei arvab, et kurjategijad olid näinud toestatud ja mitmemeetrise maa-aluse tunneliga juba tükk aega vaeva.Töölised kutsuti kohale uurima pangahoone parkla servas olevaid lahtisi tänavakive. Panga töötajad pidasid seda esialgu veekahjustuse süüks, kirjutab Berliner Zeitung. Paraku tuli aga kivide alt välja tunnel. Politseinikel polnud kahe meetri sügavusel oleva puust lattidega toestatud, meetrilaiuse ja seitsme-kaheksa meetri pikkuse käigu eesmärgis vähimatki kahtlust: kes iganes selle kaevas, tegi seda lootuseda Spenge kesklinnas asuvasse pangahoonesse pääseda. Kaevetööde alguspunkt oli parkla servas seisvas alajaamas, mille lukk näis olevat hiljuti välja vahetatud. Ilmselt teadsid kurjategijad, millal võrgufirma seda kontrollimas käib.Panga töötajate sõnul polnuks röövlite saak isegi plaani õnnestumise korral midagi erakordset, sest nad ei hoia seifis suuri sularahahunnikuid."
ohtuleht,  19. mai 2021 19:21,Eesti uudised,https://www.ohtuleht.ee/1034382/tallinna-lennujaam-kusib-riigilt-20-miljonit-eurot-lisaraha,Tallinna lennujaam küsib riigilt 20 miljonit eurot lisaraha (3),"Tallinna LennujaamTallinna lennujaam küsib riigilt investeeringuteks 20 miljonit eurot lisaraha, et laiendada kaubalendude ja lennukite hoolduse jaoks lennuliiklusala.Tallinna lennujaam on paari viimase aasta lennunduse madalseisu tõttu teeninud 30 miljonit eurot vähem kasumit, kirjutab ERR. See raha oli kavas investeerida lennujaama lõunaala arenduseks, kus tööd on juba alanud. Omaniku esindajana tegigi majandusministeerium valitusele ettepaneku suurendada Tallinna Lennujaama aktsiakapitali 20 miljoni euro võrra, et rahastada investeeringuid ja tõsta lennujaama laenuvõimekust.Tallinna lennujaama juhatuse esimees Riivo Tuvike selgitas ERR-ile, et investeeringu kogusuurus on 37 miljonit eurot. „Miinimum 17 miljonit me tahaksime laenu võtta, küllap see number tegelikult on suurem, aga osaliselt finantseerime seda laenuga, osaliselt omakapitalist,“ sõnas ta."
ohtuleht,  19. mai 2021 19:16,Eesti uudised,https://www.ohtuleht.ee/1034380/brigaadikindral-palm-kaitsevagi-on-nous-leppima-amatoorliku-orkestriga,Brigaadikindral Palm: kaitsevägi on nõus leppima amatöörliku orkestriga (35),"Kaitseväe peastaabi ülem brigaadikindral Veiko-Vello Palm.Kaitseväe peastaabi ülem brigaadikindral Veiko-Vello Palmi sõnul on kaitsevägi valmis leppima amatöörlikuma orkestriga, kui selle arvelt saab riigi sõjalist valmisolekut suurendada.Kaitseväe peastaabi ülem brigaadikindral Veiko-Vello Palm kinnitas Klassikaraadio saates „Delta“, et kaitseväe poolt on otsus lõplik. Ta leiab, et riigikaitse peab ka kärbete ajal arenema ja vajadusel saadakse hakkama harrastus-orkestritega, kirjutab ERR. Kaitseväe orkestri kauaaegne peadirigent kolonelleitnant Peeter Saan on veendunud, et nii-öelda sisse ostetud orkester ei ole võrdväärne professionaalse ja spetsiaalselt kaitseväe jaoks väljakoolitatud orkestriga. Palm tõdes, et kindlat plaani kaitseväel edaspidiseks veel ei ole, kuid kaitsevägi on nõus latti langetama ja leppima amatöörlikuma orkestriga. "
ohtuleht,  19. mai 2021 19:08,Eesti uudised,https://www.ohtuleht.ee/1034379/karusloomafarmide-keelustamise-eelnou-labis-riigikogus-teise-lugemise-alender-aeg-on-nende-kaotamiseks-on-kaes,Karusloomafarmide keelustamise eelnõu läbis riigikogus teise lugemise. Alender: aeg on nende kaotamiseks on käes (2),"Karusloomafarmide keelustamise eelnõu läbis teisipäeval riigikogus teise lugemise ning on seaduseks muutumisele lähemal kui kunagi varem. Eelnõu näeb ette karusloomafarmide keelustamist aastaks 2026. Loomakaitseorganisatsioon Nähtamatud Loomad on karusloomafarmide keelustamise nimel töötanud juba mitmeid aastaid. Organisatsioon esitas möödunud aastal riigikogule petitsiooni 6161 digiallkirjaga, mis suunas hetkel arutluses oleva eelnõu menetluseni.  „Eesti liigub jõudsalt heas suunas loomade heaolu valdkonnas ja karusloomafarmide keelustamine oleks võit kogu Eestile. Sellega näitaksime ennast parimast ja tugevaimast küljest, sest astuksime välja nõrgemate kaitseks. Rõõm on näha selle mõtteviisi üha kasvavat levikut Eestis, nii riigikogu liikmete kui teiste sihtrühmade seas,“ kommenteerib Nähtamatute Loomade president Kristina Mering, kes on karusloomade heaolu eest seisnud juba 15 aastat. Karusloomafarmide keelustamise eelnõu liigub nüüd edasi kolmandale lugemisele. Lõpphääletus leiab riigikogu suures saalis aset 2. juunil. Karusloomafarmid on keelustatud Suurbritannias, Prantsusmaal, Norras, Hollandis, Austrias, Horvaatias, Sloveenias, Makedoonias, Serbias, Bosnia ja Hertsegoviinas, Slovakkias, Luksemburgis, Belgias, Tšehhis. Taanis ja Rootsis on keelustatud rebasefarmid.Riigikogu keskkonnakomisjoni esimehe Yoko Alenderi sõnul on aeg karusloomafarmide keelustamiseks küps. „Karusloomade kasvatamise keelustamist on riigikogu keskkonnakomisjonis arutatud aastaid ning riigikogu suures saalis on sellesisuline eelnõu juba kolmandat korda. Varasematega võrreldes on praegune katse aga märksa edukam, sest kui eelmisel kahel korral lükati karusloomade kasvatust keelav eelnõu tagasi, siis täna läbis see teise lugemise. Kolmandale lugemisele jõuab see eelnõu praeguse plaani kohaselt juuni algul ja loodetavasti saab siis ka lõpliku heakskiidu,“ ütleb Alender.Alenderi sõnul ei pea üha rohkem inimesi õigeks seda, et loomi peetakse karmides tingimustes ja hukatakse üksnes karusnaha saamise eesmärgil. Ta viitab Kantar Emori poolt märtsis läbiviidud küsitlusele, mille tulemuste kohaselt arvab 75 protsenti Eesti elanikest, et karusloomakasvatus ei peaks olema lubatud.Samuti toob Alender välja, et tööstusharuna on karusloomakasvatus Eestis oma tegevust sisuliselt lõpetamas. „See tähendab, et keelustamisel ei ole enam erilist negatiivset mõju näiteks töökohtade kao näol, kuna neid on hetkel vaid kümnekonna ringis ning enamike sektoris töötavate inimeste jaoks ei ole see enam põhisissetulekuallikas,“ sõnab Alender.Ühtlasi lisab ta, et veel väheste selles valdkonnas tegutsevate ettevõtjate jaoks lepiti kokku viie aasta pikkune üleminekuaeg, et ettevõtjad saaksid karusloomafarmid sulgeda ja oma tegevuse sujuvalt ümber kujundada."
ohtuleht,  19. mai 2021 19:07,Eesti uudised,https://www.ohtuleht.ee/1034378/nuudisaegne-meditsiin-veritsev-patsient-kupatati-vastu-ood-haiglast-minema,Nüüdisaegne meditsiin: veritsev patsient kupatati vastu ööd haiglast minema (5),"„Käisin teisipäeval Võru haiglast poega ära toomas, sest armee saatis ta sinna mandlioperatsioonile. Operatsioon toimus päeval, aga õhtul tahtsid nad temast hoolimata operatsiooni üsna rängast kulust ja vereköhimisest lahti saada. Raviarst seletas, et tavaliselt jäetakse sellised järgmise päevani, aga neil ei ole seal öövalvet!“ kurjustab tartlane Egert Võrus asuva Lõuna-Eesti haiglaga.Egerti sõnul seisis pojal ees juba ammu plaanis olnud mandlioperatsioon, kuid paraku lükkus see koroonapandeemia esimese laine ajal edasi. Kaitsevägi lubas noormehe lõikuse ajaks ja sellest taastumiseks teenistusest vabaks. Ta sai loa kodus kosuda. Ehkki operatsioon kulges raskelt ja venis pikale, kutsuti Egert pojale Võrru autoga järele. „Meil on loomulikult arstid öövalves, kirurg, anestesioloog, sisearst, naistearst, kuid päevakirurgia osakonnas öövalvet kindlasti ei ole,“ ütleb Lõuna-Eesti haigla juht Arvi Vask. „Tänapäeval tehakse enamik operatsioone ja väga palju erinevaid lõikusi päevakirurgias. See on ka meie haiglas päris suur maht, kasvõi näiteks ortopeedilised operatsioonid.“"
ohtuleht,  19. mai 2021 18:56,Eesti uudised,https://www.ohtuleht.ee/1034375/paasteamet-kortermajades-on-kohustuslik-uksed-numbritega-tahistada,Päästeamet: kortermajades on kohustuslik uksed numbritega tähistada (2),"Alates käesoleva aasta märtsist on kohustus kõikides kortermajades märgistada teekond välisuksest korteriteni sh välisuks, korrused, vahe- ja korteriuksed, meenutab päästeamet.Tänavu 1. märtsil jõustus siseministri määruse nr 17 „Ehitisele esitatavad tuleohutusnõuded“ muudatus, mille kohaselt tuleb numereerida kortermajade uksed ja korrused ning ka büroohoonete korrused. Kortermajade puhul tähendab see, et trepikoja välis- ja vaheuksed peavad olema tähistatud vastavate numbrivahemikega ning korteriuksed vastava numbriga.  Kusjuures enam kui kolmekordsete kortermajade puhul tähistatakse vastava numbriga ka korrused. Määruse muudatus omab tagasiulatuvat jõudu ehk kohustus laieneb nii olemasolevatele kui ka alles ehitatavatele hoonetele. Tähistuse stiili ettekirjutatud ei ole, kuid numbrid peavad olema hõlpsalt nähtavad, leitavad ja selged.Korruste ja uste tähistamine on vajalik päästetöö efektiivseks tegemiseks, kus on suure tähtsusega aegkriitiline tegutsemine. „Oluline on leida võimalikult kiirelt päästesündmuse asukoht, et päästa inimeste elu, tervist ja vara,“ ütleb päästetöö osakonna valmisoleku talituse juhataja Leho Lemsalu. „Võimalikult lühikese aja jooksul abivajajani jõudmine aitab oluliselt vähendada tulekahjudes hukkunute ja vigastatute arvu.“Kõige enam probleeme esineb vanemate ehitistega magalates, kus on numeratsioon alaliselt puudu või renoveerimise käigus eemaldatud. Mõnel juhul on korterinumbrid muudetud ebaloomulikuks ning projektile mittevastavaks. „Raskekaalulises varustuses päästjal võib aga mööda treppe joostes korruste lugemine sassi minna,“ märgib Lemsalu. Kõik see kulutab väärtuslikke sekundeid või isegi minuteid, mis võivad olla elutähtsad. „Korralik nummerdamine on kortermajas kahtlemata vajalik ja eelkõige elanike endi huvides,“ märgib Eesti Korteriühistute Liidu juhatuse liige Urmas Mardi.  „Nii leiavad soovitava trepikoja, korruse ja korteri kiirelt üles nii kiirabi- kui ka päästetöötajad, aga ka külalised. Korterite nummerdamisel võiks korteriühistus kokku leppida ühtse stiili – see jätab kortermajast tervikliku ja kauni mulje,“ lisab Mardi.Päästeamet kutsub üles kortermajade elanikke, korteriühistuid ja koostööpartnereid oma või külastatava maja numeratsiooni korrektsust üle vaatama ja võimalikele puudustele tähelepanu pöörama."
ohtuleht,  19. mai 2021 18:31,Poliitika,https://www.ohtuleht.ee/1034304/ekre-kavatseb-kaja-kallase-valitsust-umbusaldada-ta-ei-sobi-peaministriks,EKRE kavatseb Kaja Kallase valitsust umbusaldada: ta ei sobi peaministriks! (163),"Henn PõlluaasEKRE aseesimees Henn Põlluaas teatas teisipäeval ühismeedias, et erakond alustas läbirääkimisi Isamaaga valitsuskoalitsiooni ja peaministri umbusaldamiseks. Kolmapäeval saatis EKRE välja ka avalduse, milles väidetakse, et praegune valitsus teeb riigile teadlikult kahju.„Olukord on Reformi- ja Keskerakonna valitsuse arusaamatu ja vastutustundetu käitumise tõttu muutunud äärmiselt teravaks. Kahtluse alla on pandud isegi Eesti kaitsevõime areng ja jätkusuutlikkus. Tänases pingelises rahvusvahelises situatsioonis tähendab see laiemas plaanis terve Balti ruumi ja Läänemere regiooni julgeolekuolukorra teadlikku halvendamist ning kujutab endast ohtu meie riikliku iseseisvuse jätkumisele,“ kirjutab Põlluaas.„Lisaks kaitse-eelarve kärpimisele, mis välistab hädavajalike võimelünkade likvideerimise ja tõi esimese asjana kaasa enam kui saja aastase traditsiooniga Kaitseväe orkestri ja kaplanaadi likvideerimise, löövad valitsuse kärpeplaanid valusalt meie peresid, lapsi ja haridust, tõmbavad risti peale teedehoiu- ja -ehituskavadele ning paljule teistele varasemalt plaanitud meetmetele, mille eesmärk oli elavdada majandust, toetada meie inimesi ja tagada sujuv väljatulek koroonast tingitud majanduskriisist. Mitte ühtegi Eesti riiklikke ja rahvuslikke huve kahjustavat sammu pole valitsuse poolt suudetud adekvaatselt seletada. Selle asemel näeme igal tasandil ja igas küsimuses vaid valetamist ja vassimist,“ põhjendab ta.Põlluaas märgib, et EKRE on alustanud konsultatsioone Isamaaga, et peaminister Kaja Kallast ja tema valitsust umbusaldada. „Põhjusi selleks on palju. Hoopiski rohkem kui siinkohal on lühidalt võimalik kokku lugeda. Kaja Kallas ja tema valitsus on läbi kukkunud. Eesti ei vääri sellist valitsust! Riigiga ei mängita!“ ütleb ta.„Praegu võimul olev valitsus tekitab Eesti riigile teadlikult kahju, mistõttu on Kaja Kallas valitsusjuhina kaotanud meie silmis usalduse. Kaja Kallase eestvedamisel on Reformierakonna ja Keskerakonna valitsus mänginud mõne kuuga maha eelmise valitsuse loodud tingimused majanduse arenguks ja Eesti kaitsevõime tõstmiseks. Valitsus on teinud terve rea ebakompetentseid majanduspoliitilisi otsuseid, mis kahjustavad oluliselt Eesti ettevõtteid, maapiirkondade arengut ja riigi julgeolekut – kokkuvõttes, kõigi Eesti inimeste heaolu nii lühikeses kui ka pikas perspektiivis,“ leiab EKRE fraktsioon.EKRE heidab peaministrile ette, et olukorras, kus enamik Euroopa riike on otsustanud koroonast räsitud majandust stimuleerida, ajab Kaja Kallase valitsus vastupidist poliitikat, pidurdades majandust riigieelarve kärpimise ja maksude tõstmise kaudu. Kärpepoliitika tulemusel tõstetakse taas elektri-, gaasi- ja diisliaktsiisi, millega kaasneb üldine hinnatõus ning luuakse tingimused piirikaubanduse taastekkeks ja riigieelarve laekumiste vähenemiseks.Veel heidab EKRE võimulolevale valitsusele ja selle peaministrile ette neljarealiste maanteede ehituse tulevikku lükkamise, mis omakorda kiirendab ääremaastumist, võtab ära võimaluse majanduskasvuks ja toob kaasa rohkem liiklusõnnetusi.EKRE tuletab meelde valitsuse kärbet huvihariduses, mis teeb karuteene 146 000 lapsele ja nende vanematele, seda huvihariduse võimaluste vähendamise tõttu pea poole võrra, kusjuures eriti suurt kahju kannavad Tallinnast kaugemal asuvate omavalitsuste elanikud.Valusa löögi annab valitsuse poliitika ka nende 140 000 inimese rahakoti pihta, kes jäävad ilma kodulaenu intresside tulumaksuvabastusest. „Kaja Kallase valitsuse kärpepoliitika paneb seisma Eesti kaitsevõime arengu. Praeguses pingelises rahvusvahelises situatsioonis tähendavad kaitsekärped kogu Läänemere regiooni julgeolekuolukorra teadlikku halvendamist,“ seisab umbusaldusavalduses.EKRE toob välja ka kurikuulsa nakkushaiguste tõrje ja ennetamise eelnõu (NETS) ning meediateenuste seaduse muutmise eelnõu. „Lisaks on peaministri erakonnast tulnud signaale, et töös on nn vaenukõne eelnõu, mis seadustaks Eestis valitsusele ebasobivate poliitiliste jõudude tagakiusamise.“Riigikogu Eesti Konservatiivse Rahvaerakonna fraktsiooni teatel on Kaja Kallas näidanud end ebakompetentse juhina ka koroonakriisi lahendamisel. „Endiselt ei ole suudetud korraldada rahuldavalt elanike vaktsineerimist, samuti ei ole Kallas suutnud lahendada kümneid tuhandeid inimesi puudutavat pendelrände probleemi Eesti ja Soome vahel. Kaja Kallase tegevus kahjustab Eesti riigi ja rahva huve. Ta ei sobi Eesti Vabariigi peaministriks.“"
