;X.102;X;pealkiri;url;rubriik;kuupaev;sisu;X.1;X.2;X.3;X.4;X.5;X.6;X.7;X.8;X.9;X.10;X.11;X.12;X.13;X.14;X.15;X.16;X.17;X.18;X.19;X.20;X.21;X.22;X.23;X.24;X.25;X.26;X.27;X.28;X.29;X.30;X.31;X.32;X.33;X.34;X.35;X.36;X.37;X.38;X.39;X.40;X.41;X.42;X.43;X.44;X.45;X.46;X.47;X.48;X.49;X.50;X.51;X.52;X.53;X.54;X.55;X.56;X.57;X.58;X.59;X.60;X.61;X.62;X.63;X.64;X.65;X.66;X.67;X.68;X.69;X.70;X.71;X.72;X.73;X.74;X.75;X.76;X.77;X.78;X.79;X.80;X.81;X.82;X.83;X.84;X.85;X.86;X.87;X.88;X.89;X.90;X.91;X.92;X.93;X.94;X.95;X.96;X.97;X.98;X.99;X.100;X.101
930;930;930;Hooldekodust lahkunud 72-aastane Virge leiti üles;https://www.postimees.ee/7230665/hooldekodust-lahkunud-72-aastane-virge-leiti-ules;Eesti;21.04.2021, 22:39 ;Politsei teatel leiti Lääne-Virumaal Ulvi külas hooldekodust lahkunud 72-aastane Virge üles ja temaga on kõik korras.Virge leidis üks Sonda kandi elanik oma maja eest. Kuna naine paistis eksinud ega osanud ka öelda oma nime, teavitas elanik politseid.Kiirabi kontrollis Virge tervist ning ta sõidutati tagasi hooldekodusse. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61048;61048;60706;Rimi: saame vaid soovitada, et riknenud pakendiga kõlblikud kaubad läheksid toidupanka;https://www.postimees.ee/6954039/rimi-saame-vaid-soovitada-et-riknenud-pakendiga-kolblikud-kaubad-laheksid-toidupanka;Uudised;20.04.2020, 12:20 ;"Reedel Rakvere kesklinnas põlenud mini-Rimi puhul on veel palju lahtisi otsi. Kaupluses toimetavad uurijad, inventuuri pole olnud võimalik teha ja niimoodi ei osata praegu öelda, mis sai kannata ning mida tehakse kaupade ja kauplusega edasi. Rimi vastutustundliku ettevõtluse spetsialist nentis, et praegu ei oska nad kahjuks ühelegi küsimusele vastata.Rimi vastutustundliku ettevõtluse spetsialist Katrin Bats ütles, et neil pole veel luba poes inventuuri teha ning nad ei tea, mis ja kui palju kaupluses kannatada sai.""Loodame, et pärast homset on meil luba hakata poes koristama ning inventuuri tegema,"" sõnas Bats. Kannatada saanud kaupade kohta lausus vastutustundliku ettevõtluse spetsialist, et kuna juhtumiga on seotud kindlustus, otsustab kindlustaja, mis nendega edasi tehakse. ""Meie omalt poolt saame vaid soovitada, et riknenud pakendiga kõlblikud kaubad läheksid toidupanka,"" lausus Bats.Kaupluse tulevase käekäigu kohta nentis ta, et kui uurimine on lõppenud, hindavad nad kahjusid ja võimalusi, kuidas poe taastamist parimal kujul teha.Mitmel päeval on sündmuskohal toimetanud uurijad. Ida päästekeskuse juht Ailar Holzmann ütles, et seadmed on saadetud ekspertiisi ning oodatakse vastuseid. ""Uurimine ei ole lõpetatud, see käib ja võib võtta aega nädal või rohkem. Rääkida saame siis, kui ekspert ja ekspertiis on oma töö ära teinud,"" lausus Holzmann.Päästjad said väljakutse Rimi poe põlengule reedel kell 12.40 ning teataja sõnul olid leegid kaupluse katusest väljas.Rakvere kesklinnas asuvas Rimis oli õnnetuse ajal tööl kuus inimest. Rakvere mini-Rimis on pinda veidi üle viiesaja ruutmeetri.Tulekahju lokaliseeriti kell 13.57 ja järelkontrolli teinud päästjad lahkusid sündmuskohalt 17.02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;1108;1108;Texas himustab McConaugheyd kuberneriks;https://www.postimees.ee/7229649/texas-himustab-mcconaugheyd-kuberneriks;Maailm;21.04.2021, 00:01 ;Küsitluste andmeil tahaksid Texase valijad oma senise vabariiklasest kuberneri Greg Abboti (63) vahetada näitleja Matthew McConaughey (51) vastu.Dallas Morning Newsi tellitud arvamusuuringud näitavad, et tuleva aasta kubernerivalimistel oleks 45 protsenti Texase elanikest valmis toetama McConaugheyd ja 33 protsenti Abbotit.Ajalehe Washington Post korrespondendi Philip Bumpi hinnangul on aga problemaatiline McConaughey praeguseks määratlemata parteijoon. Vabariiklaste seas on suurem toetus Abbotile, mis tähendab, et nende poolest ei saaks näitleja isegi kandidaadiks. Demokraatide esindajana ei pruugiks ta aga võita vajaminevat hulka vabariiklaste hääli.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44357;44357;44018;Ronaldo on Juventuses üksik. Vang, keda ei mõisteta.;https://www.postimees.ee/7032734/ronaldo-on-juventuses-uksik-vang-keda-ei-moisteta;Jalgpall;5.08.2020, 09:59 ;Mainekas Prantsusmaa väljaanne France Football vahendab, et jalgpallistaar Cristiano Ronaldo tahtis Torino Juventusest lahkuda, kuid koroonakriis tõmbas tema plaanile kriipsu peale.France Football kirjeldab portugallase raskusi üpris värvikalt. Ronaldo on Juventuses üksik. Vang, keda ei mõisteta. Ta on meeskonnas, mille ambitsioonid ei klapi tema omadega. Ta on linnas, mida varjutavad mäed.Väljaande sõnul oli Ronaldo sel talvel veendunud, et tal on omaenda õnne nimel vaja Juventusest lahkuda. Väidetavalt mõtles ründaja Pariisi Saint-Germainiga liitumisele, kus on tema sõber Neymar ja suurtalent Kylian Mbappe, keda hindab portugallane kõrgelt. France Footballi sõnul oli tegemist unistusega, mis võinuks saada reaalsuseks, kui koroonakriis keeras maailma pea peale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54274;54274;53934;Päeva karikatuur;https://www.postimees.ee/6985972/paeva-karikatuur;Tänane leht;31.05.2020, 21:53 ;Päeva karikatuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2689;2689;2689;Roberts Štelmahers: kohanesime VEFi mänguga ja nullisime nende tugevad küljed;https://www.postimees.ee/7222373/roberts-stelmahers-kohanesime-vefi-manguga-ja-nullisime-nende-tugevad-kuljed;Eesti-Läti liiga;11.04.2021, 20:15 ;Kes tahab võita Eesti-Läti korvpalliliiga, peab peatreeneriks värbama Roberts Štelmahersi. Kaks aastat tagasi tüüris ta esikohani kodumaa klubi Ventspilsi, nüüd BC Kalev/Cramo. Finaalis alistati Riia VEF 86:75. Štelmahers rõhutas, et tunnustust väärivad mitte ainult mängijad ja treenerid, vaid kõik Kalevi klubiga seotud inimesed.Kalev jäi tänases finaalmängus Riia VEFi vastu avaveerandiga taha 20:29, kuid jõudis poolajavileks viigini ning teisel mängupoolel haaras iga minutiga initsiatiivi ühe tugevamalt enda kätte. Kolmanda veerandi järel see veel numbriliselt väga ei väljendunud (vahe 3 punkti), kuid Meistrite liigas 16 parema sekka jõudnud Läti esiklubile viimasel kümnel minutil enam võimalust ei jäetud. Štelmahers mängis treeneripingil üle kaasmaalase Janis Gailitise.Oleme võidu üle väga õnnelikud ja oma esitusega väga rahul! ütles rõõmus Štelmahers Postimehega vesteldes. Meeskond esitas tubli partii ja näitas kõvasti iseloomu. Teadsime, kui tähtis on see mäng Eestile, klubile, meile endale. Mängijad võitlesid ennast säästmata ja see tõi edu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30225;30225;30222;Reformierakond soovib maasikakasvatajatele 4,8 miljonit eurot toetust;https://www.postimees.ee/7097114/reformierakond-soovib-maasikakasvatajatele-4-8-miljonit-eurot-toetust;Eesti;29.10.2020, 08:16 ;Riigikogu Reformierakonna fraktsioon esitas 2020. aasta eelarve menetlusse muudatusettepaneku maksta maasikakasvatajatele välja neile valitsuse otsustega tehtud kahju 4,8 miljoni euro ulatuses. Riigikogu maaelukomisjoni aseesimehe Urmas Kruuse sõnul venitab maaeluminister Arvo Aller maasikakasvatajatele valitsuse otsustega tekitatud kahju väljamaksmisega. Eile riigikogu infotunnis ütles rahandusminister Martin Helme, et maaeluministeeriumist pole tulnud valitsusse ühtegi taotlust kulude hüvitamiseks. Maasikakasvatajad esitasid ministeeriumile taotluse aga juba augustis. Tekib kahtlus, et EKRE on omavahel kokku leppinud, et nende otsuste tõttu kannatanud maasikakasvatajate probleemi lihtsalt ei tooda valitsusse, ütles Kruuse neljapäeval. Maasikakasvatajad on ainult üks näide sellest, kuidas EKRE paneb pasunasse neile, kes nende parteilisi eesmärke ei toeta. Näiteks eile ähvardas Mart Helme Jõhvis ERRi uue maja rahadest ilma jätta, sest talle ei meeldi sealsed ajakirjanikud, lisas Kruuse.Valitsuse otsuste tulemusena ei olnud maasikakasvatajatel piisavalt tööjõudu, et marjad põllult kätte saada ja osadel kasvatajatel läks raisku 60-70 protsenti saagist, lisas Kruuse. Üheks näiteks kahjude suuruse hindamisel on EMÜ dotsent Ulvi Moori hinnang, mille järgi 13 tootjal riknes ligi 2000 tonni maasikaid, mis põhjustas vähemalt kuus miljonit eurot kahju. Maaeluministeeriumil on viimane aeg kriisikahjud kompenseerida. Eesti Aiandusliidu hinnangul oleks kriisiabi hinnanguline maksumus 4,8 miljonit eurot, selgitas Kruuse.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63482;63482;63140;Tartu kiirabi juht pani kriisi ajal ootamatult ameti maha;https://www.postimees.ee/6942460/tartu-kiirabi-juht-pani-kriisi-ajal-ootamatult-ameti-maha;Tartu Postimees;6.04.2020, 00:00 ;Tartu kiirabis läksid pinged praeguse suure kriisi ajal nii teravaks, et pikaaegse kogemusega kiirabijuht Ago Kõrgvee esitas sihtasutuse Tartu Kiirabi nõukogule 1. aprillil tagasiastumisavalduse. Nõukogu rahuldas ta avalduse 3. aprillil.Pinged kerisid üles emotsionaalsete erimeelsuste tõttu meeskonnas, selgitas 26 aastat Tartu kiirabi juhtinud Ago Kõrgvee. Mõned inimesed avaldasid kollektiivselt meelt, seega oli keeruline selles asjas midagi ette võtta. Ma arvan, et nad ei andnud aru, mida sellega tegelikult teevad, ütles ta.Kõrgvee jaoks nõuab olukord veel kohanemist. Mul on loomulikult väga kahju, et see nii läks. Minu otsus ei olnud kerge, aga praeguses olukorras ainuvõimalik, et asutus saaks normaalselt toimida, kinnitas ta.Laupäeval saatis Kõrgvee kiirabi töötajatele kirjaliku pöördumise ja avaldas meeskonnale tunnustust.Raske otsusOlen alati olnud uhke Tartu kiirabis töötavate arstide üle, imetlenud õdede käteosavust ning kiirabitehnikute sõiduoskusi. Jah, ma ei ole teid liiga sageli kiitnud, kuid teen seda nüüd ning loodan, et jätkate samas vaimus, väärtustades inimelu ning oma ametit, kirjutas kiirabi endine juht.Kõrgveega 26 aastat koos töötanud Andras Laugamets andis 1. aprilli hommikul samuti sisse avalduse sooviga lahkuda Tartu kiirabi administratsioonist, kus töötas 0,5 koormusega koolitusjuhina. Kiirabi valveülesannete täitmist soovib ta jätkata.Osa töötajate esitatud kollektiivset pöördumist pole Laugamets näinud. Ago Kõrgvee on olnud minu mentor ja teinud selle süsteemi heaks väga palju. Tema roll kiirabi arendamisel on olnud unikaalne. Aga tema juhtimisalane käitumine mulle enam ei sobinud, ütles Andras Lau­gamets.31. märtsi õhtul tekkis Ago Kõrgvee ja Andras Laugametsa vahel konflikt. Ago Kõrgvee on otsekohene inimene ja see pole kellelegi uudis. Tema käitumise kohta on ka enne olnud eriarvamusi, aga minu karikas sai nüüd lihtsalt täis, märkis Laugamets.Minu otsus ei olnud kerge, aga praeguses olukorras ainuvõimalik, et asutus saaks normaalselt toimida, kinnitas Tartu kiirabi endine juht Ago Kõrgvee.35  Sihtasutuse Tartu Kiirabi nõukogu esimehele, Tartu ülikooli kliinikumi finantsjuhile Maret Targale tuli Ago Kõrgvee soov amet maha panna ootamatult. Minu jaoks oli Ago Kõrgvee lahkumine väga järsk, ju on seal midagi sisemiselt toimunud. Mina pole varem tema aadressil kaebusi kuulnud, selgitas ta.Selline uus olukord tekkis kiirabis ootamatult ja kiiresti, nentis SA Tartu Kiirabi nõukogu liige, Tartu ülikooli kliinikumi anestesioloogia ja intensiivravikliiniku juhataja Joel Starkopf. Temani jõudis tagasiastumispalve Kõrgveelt, kus põhjusena olid välja toodud erimeelsused lähimate kaastöötajatega.Paljud Tartu inimesed teavad ja tunnevad Agot, teavad ka tema mõnevõrra käremeelset iseloomu, ütles professor Joel Starkopf.Viimaste nädalate emotsionaalne pinge ilmselt ei teinud kolleegidevahelist suhtlemist sugugi lihtsamaks ja olukord kujunes selliseks, et Ago otsustas ise lahkumisavalduse esitada.Konkurss tulevikusKõrgvee töötab edasi Tartu ülikooli kliinikumi anestesioloogia ja intensiivravi kliiniku direktorina. Ago Kõrgvee teened ei piirdu ainult Tartu kiirabi ülesehitamisega. Tal on märkimisväärselt suur roll selles, et kogu Eestis on kõrgprofessionaalne meditsiiniline kiirabi, avaldas Starkopf tunnustust.Tartu kiirabi on Starkopfi sõnul tulnud eriolukorras väga hästi toime ning juhtunu asutuse tööd ei mõjuta.Tartu kiirabi juhatuse liikmena jätkab Aire Voogla. Nõukogul tuleb välja kuulutada konkurss juhatuse liikme(te) valimiseks, aga millal ja kuidas, pole veel otsustatud.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70076;70076;69733;Keerulisse seisu sattunud Juventuse peatreener: meil puudus rünnakul otsustavus ja agressiivsus;https://www.postimees.ee/6909785/keerulisse-seisu-sattunud-juventuse-peatreener-meil-puudus-runnakul-otsustavus-ja-agressiivsus;Meistrite liiga;27.02.2020, 10:32 ;Torino Juventus kaotas eile Meistrite liiga kaheksandikfinaali avamängus võõrsil Lyoni Olympique’ile 0:1. Itaalia hiiu peatreener Maurizio Sarri oli pärast kohtumist löödud.Lahingu ainsa tabamuse eest hoolitses esimese poolaja keskpaigas Lyoni poolkaitsja Lucas Tousart. Seejuures oli Juventus samal ajal kümnekesi, sest peahaava saanud kaitsjat Matthijs de Ligti tohterdati väljaku kõrval.Seda on keeruline seletada, aga esimesel poolajal liigutasime palli liiga aeglaselt ja ühtegi liikumist ei toimunud. Loomulikult üritasid vastaseid meid pressida, palli kätte saada ja väravaid lüüa, lausus Sarri pärast mängu Itaalia meediale. Meil puudus rünnakul otsustavus ja agressiivsus, 15 minutit polnud seda ka kaitses. Lisaks oli meil värava-olukorras ebaõnne, sest de Ligt oli väljas.Sarri sõnul mängis Juventus teisel poolajal paremini. Teine poolaeg oli parem, aga ausalt öeldes pole selline esitus Meistrite liigas piisav. Tähtis on palli kiire liigutamine. See on elementaarne ja jätkame selle kallal töötamist. Varem või hiljem saavad mängijad sellest aru, rääkis itaallasest juhendaja.Juventuse ja Lyoni kaheksandikfinaali kordusmäng toimub 17. märtsil Torinos. Kui Lyon lööb Itaalias ühe värava, vajab Juventus võõrsil löödud väravate reegli tõttu veerandfinaali pääsemiseks vähemalt kolme tabamust.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5112;5112;5111;Dow Jones ja S&P 500 sulgusid rekordtasemel;https://www.postimees.ee/7211449/dow-jones-ja-s-p-500-sulgusid-rekordtasemel;Majandus;27.03.2021, 00:25 ;USA tähtsamad aktsiaindeksid tõusid reedel, Dow Jones ja S&P 500 sulgusid rekordtasemel.Tööstusindeks Dow Jones kerkis 453,40 punkti ehk 1,4 protsenti, sulgudes tasemel 33 072,88 punkti.Laiapõhjaline S&P 500 liikus ülespoole 65,02 punkti ehk 1,7 protsenti, 3974,54 punktile.Tehnoloogiaindeks Nasdaq tõusis 161,05 punkti ehk 1,2 protsenti, lõpetades kauplemispäeva tasemel 13 138,72 punkti.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67875;67875;67532;L'Équipe: UEFA valmistub jalgpalli EMi edasi lükkama;https://www.postimees.ee/6921165/l-equipe-uefa-valmistub-jalgpalli-emi-edasi-lukkama;Jalgpall;12.03.2020, 17:06 ;Prantsusmaa ajalehe L'Équipe'i teatel valmistub Euroopa jalgpalliliit (UEFA) koroonaviiruse leviku tõttu lükkama edasi nii tänavust jalgpalli EMi kui ka Meistrite ning Euroopa liiga turniire.UEFA tegi täna pressiteate, kus teatas järgmisel teisipäeval peetavast erakorralisest videokoosolekust, kuhu kutsub kõik kohalikud jalgpalliliidud ning mängijate ja klubide esindusorganisatsioonid. UEFA teatas, et koosolekul tulevad arutluse alla kõigi UEFA egiidi all peetavate mängude tulevik. L'Équipe'i teatel peaks UEFA teatama sel koosolekul Meistrite ja Euroopa liiga peatamisest ning Euroopa meistrivõistluste edasilükkamisest 2021. aastasse. L'Equipe andmetel võttis UEFA endale aega teisipäevani, et panna paika edasi lükkuvate turniiride täpsem ajagraafik. EMi edasilükkamine nõuab ka läbirääkimisi FIFAga, sest 2021. aasta suvel peetakse ka klubide MMi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40088;40088;39749;Majanduse lühiuudised;https://www.postimees.ee/7054477/majanduse-luhiuudised;Majandus;4.09.2020, 00:01 ;Pallingu idufirma sai Kristjan Rahult rahaHedi Mardisoo ja reformierakondlase Kalle Pallingu asutatud Cachet sai investoritelt 1,1 ­miljonit eurot. Cacheti investorid olid selles investeerimis­raundis rahvusvahelised Techstars, Barclays, Soome Icebreaker.vc ning Eestist Kristjan Rahu ning Siim Telleri Lemonade Stand. Möödunud aastal tegevust alustanud Cachet pakub teenust Bolti, Uberi ja Yandex.Taxi platvormil sõitvatele autojuhtidele, et nad saaksid kindlustuse eest maksta vastavalt platvormil tehtud sõitude mahule. Ettevõtte teatel kasutab teenust ligi veerand kõigist sõidujagajatest Eestis ja Lätis. PMLennujaam kaotas sadu tuhandeid reisijaidAugustis läbis Tallinna lennujaama 84 387 reisijat, mis eelmise aasta augustiga võrreldes moodustas kõigest 26 protsenti reisijatest. Tegemist on suurima reisijate arvuga kuus alates koroonapandeemia algusest. Tallinna lennujaama ­kommertsjuhi ­Eero Pärgmäe sõnul oli augusti algus nii reisijate arvu kui ka avatud liinide osas positiivse trendiga. Kuu teises pooles hakkasid ilmnema mõningased märgid reisijate arvu langusest, nentis Pärgmäe. Tema sõnul tulenes see nakatunute arvu tõusust mitmes Euroopa riigis ja lennupiirangute rakendumisest, mis omakorda mõjutaski negatiivselt lennureisijate arvu. Pärgmäe lisas, et kui kuu algul sai lennata 20 regulaarliinil, siis augusti viimasel nädalal toimisid otseühendused 14 linnaga. BNSPorto Franco saabki 40 miljonitValitsus kiitis neljapäevasel istungil heaks Porto Franco OÜ-le kuueks aastaks investeerimislaenu andmise summas 39,4 miljonit eurot. Laenu väljastab KredEx. Laenu intress on 12 kuu euribor pluss kaks protsenti aastas. Lepingutasu moodustab 0,2 protsenti laenulimiidi summast, teatas valitsuse kommunikatsioonibüroo. Laenulimiit on lubatud kasutusse võtta osade kaupa, iga osa minimaalne suurus on viis miljonit ja maksimaalne suurus 15 miljonit eurot. Laen peab olema tagatud teise järjekoha hüpoteegiga kinnistutele. Porto Franco arenduse kogumaksumus on ligi 200 miljonit eurot, millesse osanikud on panustanud üle 100 miljoni euro. BNSHiinast tellitud nänn läheb peagi maksu allaTuleva aasta juulist kaotatakse kuni 22 ­eurot maksvatelt postipakkidelt ­käibemaksuvabastus. Maakeeli tähendab see seda, et Hiinast tellitud kaup läheb edaspidi maksu alla. Ühtlustame väike­pakkide maksustamise reegleid, et toetada nii meie kui ka kogu Euroopa Liidu ettevõtjaid ­konkurentsis kolmandate riikide ettevõtjatega, ütles rahandusminister Martin Helme. Praegu on Euroopa Liidus tegutsevad ettevõtjad Hiina kaupmeestega võrreldes halvemas olukorras, kuna ELi ettevõtjad peavad sama väärtusega kaubalt arvestama käibemaksu juba esimesest eurosendist alates. PMVäikeettevõtjad tahavad uusi toetusiEesti Väike- ja Keskmiste Ettevõtjate Assotsiatsiooni (EVEA) hinnangul tuleks vähese nõudluse tõttu tõsta 50–75 miljonit eurot KredExi vahendeid Ettevõtluse Arendamise Sihtasutuse (EAS) alla. Tänu sellele võiks laenud olla kättesaadavamad paljudele turismiga seotud ettevõtetele, kelle käive kadus ära koos välisturistide kadumise ja rahvusvahelise reisimise seiskumisega. BNSTelekomid kritiseerisid Siemi ettepanekutIT-minister Raul Siem teatas augusti keskpaigas, et soovib 5G sidevõrgu neljaks osaks jagada. Eesti suuremad telekomifirmad eesotsas Telia ja Elisaga andsid ettepanekule hävitava hinnangu, kuna leidsid, et nii võib sagedusala oksjonil osaleda n-ö must hobune ehk ettevõte, kelle ainus eesmärk on osta 5G-riba alghinnaga ja see suure vaheltkasuga suurele telekomifirmale edasi müüa. PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7815;7815;7814;Spordi lühiuudised;https://www.postimees.ee/7199505/spordi-luhiuudised;Sport;12.03.2021, 00:05 ;Messi ja Barcelona pudenesid konkurentsistMeistrite liigas kindlustas kolmapäeva õhtul koha kaheksa parema seas mullune finalist Pariisi Saint-Germain, kes viigistas koduväljakul FC Barcelonaga 1:1 (31. Kylian Mbappe – 37. Lionel Messi). Et võõral väljakul olid prantslased katalaanidest koguni 4:1 üle olnud, marssisidki nemad 5:2 üldskooriga veerandfinaali. Euroopa eliitoktetti sammus kesknädalal ka FC Liverpool, kes alistas koduväljakul 2:0 (70. Mo Salah, 74. Sadio Mane) Leipzigi RB. Kuna avakohtumine oli lõppenud samasuguse skooriga, pääsesid punased järgmisesse ringi üldseisuga 4:0.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12900;12900;12899;KUUMAD FOTOD  Ministrihärrad ja poliitikud, kes ei suutnud vaktsineerimise ajaks särki selga jätta;https://www.postimees.ee/7176262/ministriharrad-ja-poliitikud-kes-ei-suutnud-vaktsineerimise-ajaks-sarki-selga-jatta;Tervis;10.02.2021, 20:05 ;Poliitikud on harjunud tegema fotoseeriaid valimiskampaaniate jaoks ning neile pole võõras ka ajakirjanike kaamerate ees säramine, kuid nüüd on ministrite hulgas levimas uus trend: poolpaljad vaktiseerimisfotod.Trend sai alguse 19. jaanuaril, kui 52-aastane Kreeka peaminister Kyriakos Mitsotakis jagas endast fotot, millel talle vaktsiini tehti. Kõnealune jäädvustus sai sotsiaalmeedias koheselt suure tähelepanu osaliseks ning paljudes tekitas see küsimuse, miks peaminister süsti saamise päeva hommikul alussärki selga panna ei otsustanud? Või miks ta süstimise ajaks lihtsalt triiksärgi käist üles ei käärinud? Nendele küsimustele pole küll vastuseid saadud, kuid see ei muuda vaatepilti kuidagi vähem huvitavamaks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53709;53709;53369;Saksa valitsus suunab majanduse toetamise paketti 130 miljardit eurot;https://www.postimees.ee/6988755/saksa-valitsus-suunab-majanduse-toetamise-paketti-130-miljardit-eurot;Majandus;4.06.2020, 00:26 ;Saksa valitsus suunab 130 miljardit eurot abipaketti, et toetada koroonaviirusest rängalt kannatada saanud majandust taaskäivitumisel, ütles kantsler Angela Merkel kolmapäeval.Ulatuslike meetmete raames alandatakse ajutiselt käibemaksu, perekonnad saavad toetust 300 eurot iga lapse kohta ning valitsus annab soodustusi ka elektriautode ostjatele.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13270;13270;13269;Välismaa lühiuudised;https://www.postimees.ee/7175325/valismaa-luhiuudised;Välismaa;9.02.2021, 00:01 ;Myanmaris protestiti riigipöörde vastuSajad tuhanded inimesed ühinesid eile Myanmaris jätkuvate protestidega sõjaväelise riigipöörde vastu, alanud üldstreigil nõutakse kukutatud Aung San Suu Kyi vabastamist ja demokraatia taastamist. Rohkearvulised meeleavaldused toimusid nii kommertspealinnas Yangonis, pealinnas Naypyidaw’s, suuruselt teises linnas Mandalays kui ka teistes linnades. Naypyidaw’s kasutas sõjavägi protestijate vastu veekahurit. Mandalay mitmes linnaosas kuulutati välja sõjaseisukord, keelatud on enam kui viie inimese kogunemised ning kell 20.00–04.00 kehtib komandanditund. Sõjaseisukord kehtestati ka ühes Ayeyarwaddy ringkonnas. Myanmari riigitelevisioon hoiatas eile protestijaid vastumeetmetega, täpsustamata nendes sisu. AFP/BNS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
